show,season,unique_id,full_name,age,hometown,occupation
Bachelor,21,21_SARAH_V,Sarah Vendal,26,"Palmdale, California",Grade School Teacher
Bachelor,21,21_SUSANNAH_M,Susannah Milan,26,"San Diego, California",Account Manager
Bachelor,21,21_TAYLOR_N,Taylor Nolan,23,"Seattle, Washington",Mental Health Counselor
Bachelor,21,21_VANESSA_G,Vanessa Grimaldi,29,"Montreal, Quebec",Special Education Teacher
Bachelor,21,21_WHITNEY_F,Whitney Fransway,25,"Chanhassen, Minnesota",Pilates Instructor
Bachelor,22,22_BECCA_K,"Rebecca ""Becca"" Kufrin",27,"Prior Lake, Minnesota",Publicist
Bachelor,22,22_LAUREN_B,Lauren Burnham,25,"Virginia Beach, Virginia",Technology Salesperson
Bachelor,22,22_KENDALL_L,Kendall Long,26,"Santa Clarita, California",Creative Director
Bachelor,22,22_TIA_B,Tia Booth,26,"Weiner, Arkansas",Physical Therapist
Bachelor,22,22_BEKAH_M,"Rebekah ""Bekah"" Martinez",22,"Fresno, California",Nanny
Bachelor,22,22_SEINNE_F,Seinne Fleming,27,"Long Beach, California",Commercial Real Estate Manager
Bachelor,22,22_JACQUELINE_T,Jacqueline Trumbull,26,"Morgantown, West Virginia",Research Coordinator
Bachelor,22,22_CHELSEA_R,Chelsea Roy,29,"South Portland, Maine",Real Estate Executive Assistant
Bachelor,22,22_JENNA_C,Jenna Cooper,28,"Upland, Indiana",Social Media Manager
Bachelor,22,22_KRYSTAL_N,Krystal Nielson,30,"Missoula, Montana",Fitness Coach
Bachelor,22,22_ASHLEY_L,Ashley Luebke,25,"West Palm Beach, Florida",Real Estate Agent
Bachelor,22,22_MAQUEL_C,Maquel Cooper,23,"American Fork, Utah",Photographer
Bachelor,22,22_MARIKH_M,Marikh Mathias,27,"Salt Lake City, Utah",Restaurant Owner
Bachelor,22,22_BRITTANY_T,Brittany Taylor,30,"Belton, South Carolina",Tech Recruiter
Bachelor,22,22_CAROLINE_L,Caroline Lunny,26,"Holliston, Massachusetts",Realtor
Bachelor,22,22_BIBIANA_J,Bibiana Julian,30,"Miami, Florida",Executive Assistant
Bachelor,22,22_ANNALIESE_P,Annaliese Puccini,32,"San Mateo, California",Event Designer
Bachelor,22,22_LAUREN_S,Lauren Schleyer,31,"Dallas, Texas",Social Media Manager
Bachelor,22,22_JENNY_D,"Jennifer ""Jenny"" Delaney",25,"Northbrook, Illinois",Graphic Designer
Bachelor,22,22_LAUREN_G,Lauren Griffin,26,"Indianapolis, Indiana",Executive Recruiter
Bachelor,22,22_VALERIE_B,Valerie Biles,25,"Murfreesboro, Tennessee",Server
Bachelor,22,22_ALI_H,Ali Harrington,27,"Lawton, Oklahoma",Personal Stylist
Bachelor,22,22_AMBER_W,Amber Wilkerson,29,"Denver, Colorado",Business Owner
Bachelor,22,22_BRI_A,"Brianna ""Bri"" Amaranthus",25,"Grants Pass, Oregon",Sports Reporter
Bachelor,22,22_BRITTANE_J,Brittane Johnson,27,"San Diego, California",Marketing Manager
Bachelor,22,22_JESSICA_C,Jessica Carroll,26,"Calgary, Alberta",Television Host
Bachelor,22,22_LAUREN_J,Lauren Jarreau,33,"New Roads, Louisiana",Recent Master's Graduate
Bachelor,22,22_NYSHA_N,"D'Nysha ""Nysha"" Norris",30,"Anderson, South Carolina",Orthopedic Nurse
Bachelor,22,22_OLIVIA_G,Olivia Goethals,23,"Geneseo, Illinois",Marketing Associate
Bachelorette,14,14_ALEX_T,Alex Templeman,31,"Atlanta, Georgia",Construction Manager
Bachelorette,14,14_BLAKE_H,Blake Horstmann,28,"Bailey, Colorado",Sales Rep
Bachelorette,14,14_CHASE_V,Chase Vergason,27,"Sanford, Florida",Advertising Vice President
Bachelorette,14,14_CHRIS_R,Chris Randone,30,"Pleasantville, New York",Sales Trainer
Bachelorette,14,14_CHRISTIAN_E,Christian Estrada,28,"San Diego, California",Banker
Bachelorette,14,14_CHRISTON_S,Christon Staples,31,"Los Angeles, California",Former Harlem Globetrotter
Bachelorette,14,14_CLAY_H,Clay Harbor,30,"Dwight, Illinois",Pro Football Player
Bachelorette,14,14_COLTON_U,Colton Underwood,26,"Washington, Illinois",Former Pro Football Player
Bachelorette,14,14_CONNOR_O,Connor Obrochta,25,"St. Petersburg, Florida",Fitness Coach
Bachelorette,14,14_DARIUS_F,Darius Feaster,26,"Madison, Wisconsin",Pharmaceutical Sales Rep
Bachelorette,14,14_DAVID_R,David Ravitz,25,"Cherry Hill, New Jersey",Venture Capitalist
Bachelorette,14,14_GARRETT_Y,Garrett Yrigoyen,29,"Manteca, California",Medical Sales Rep
Bachelorette,14,14_GRANT_V,Grant Vandevanter,27,"Danville, California",Electrician
Bachelorette,14,14_JAKE_E,Jake Enyeart,29,"Minneapolis, Minnesota",Marketing Consultant
Bachelorette,14,14_JASON_T,Jason Tartick,29,"Buffalo, New York",Senior Corporate Banker
Bachelorette,14,14_JEAN_B,Jean Blanc,31,"Boston, Massachusetts",Colognoisseur
Bachelorette,14,14_JOE_A,Joe Amabile,31,"Chicago, Illinois",Grocery Store Owner
Bachelorette,14,14_JOHN_G,John Graham,28,"Chicago, Illinois",Software Engineer
Bachelorette,14,14_JORDAN_K,Jordan Kimball,26,"Crystal River, Florida",Male Model
Bachelorette,14,14_KAMIL_N,Kamil Nicalek,30,"Monroe, New York",Social Media Participant
Bachelorette,14,14_LEO_D,Leo Dottavio,31,"Los Angeles, California",Stuntman
Bachelorette,14,14_LINCOLN_A,Lincoln Adim,26,"Boston, Massachusetts",Account Sales Executive
Bachelorette,14,14_MIKE_R,"Michael ""Mike"" Renner",27,"Cincinnati, Ohio",Sports Analyst
Bachelorette,14,14_NICK_S,Nick Spetsas,27,"Orlando, Florida",Attorney
Bachelorette,14,14_RICKEY_J,Rickey Jasper,27,"Ashburn, Virginia",IT Consultant
Bachelorette,14,14_RYAN_P,Ryan Peterson,26,"Cape Cod, Massachusetts",Banjoist
Bachelorette,14,14_TRENT_J,Trent Jespersen,28,"Carroll, Iowa",Realtor
Bachelorette,14,14_WILLS_R,Wills Reid,29,"Los Angeles, California",Graphic Designer
Bachelor,23,23_CASSIE_R,Cassie Randolph,23,"Huntington Beach, California",Speech Pathologist
Bachelor,23,23_HANNAH_G,Hannah Godwin,23,"Hoover, Alabama",Content Creator
Bachelor,23,23_TAYSHIA_A,Tayshia Adams,28,"Santa Ana, California",Phlebotomist
Bachelor,23,23_CAELYNN_M,Caelynn Miller-Keyes,23,"Falmouth, Virginia",Miss North Carolina USA 2018
Bachelor,23,23_KIRPA_S,Kirpa Sudick,26,"Whittier, California",Dental Hygienist
Bachelor,23,23_HEATHER_M,Heather Martin,23,"Carlsbad, California",Never Been Kissed
Bachelor,23,23_HANNAH_B,Hannah Brown,24,"Northport, Alabama",Miss Alabama USA 2018
Bachelor,23,23_KATIE_M,Katie Morton,26,"Oviedo, Florida",Medical Sales Representative
Bachelor,23,23_DEMI_B,Demi Burnett,23,"Red Oak, Texas",Interior Designer
Bachelor,23,23_SYDNEY_L,Sydney Lotuaco,27,"Virginia Beach, Virginia",NBA Dancer
Bachelor,23,23_NICOLE_L,Nicole Lopez-Alvar,25,"Miami, Florida",Social Media Coordinator
Bachelor,23,23_ONYEKA_E,Onyeka Ehie,24,"Manhattan, Kansas",IT Risk Consultant
Bachelor,23,23_ELYSE_D,Elyse Dehlbom,31,"Soldotna, Alaska",Makeup Artist
Bachelor,23,23_COURTNEY_C,Courtney Curtis,23,"McDonough, Georgia",Caterer
Bachelor,23,23_TRACY_S,Tracy Shapoff,31,"Rochester, New York",Wardrobe Stylist
Bachelor,23,23_BRI_B,"Brianna ""Bri"" Barnes",24,"Los Angeles, California",Model
Bachelor,23,23_CATHERINE_A,Catherine Agro,26,"Fort Lauderdale, Florida",DJ
Bachelor,23,23_NINA_B,Nina Bartula,30,"Raleigh, North Carolina",Sales Account Manager
Bachelor,23,23_CAITLIN_C,Caitlin Clemmens,25,"Toronto, Ontario",Realtor
Bachelor,23,23_ALEX_B,Alex Blumberg,29,"Vancouver, British Columbia",Dog Rescuer
Bachelor,23,23_ANGELIQUE_S,Angelique Sherman,28,"Hamilton, New Jersey",Marketing Salesperson
Bachelor,23,23_ANNIE_R,Annie Reardon,23,"Mequon, Wisconsin",Financial Associate
Bachelor,23,23_ERIKA_M,Erika McNutt,25,"Encinitas, California",Recruiter
Bachelor,23,23_ALEX_D,Alex Dillon,23,"Boston, Massachusetts",Sloth
Bachelor,23,23_DEVIN_G,Devin Gooden,23,"Atlanta, Georgia",Broadcast Journalist
Bachelor,23,23_ERIN_L,Erin Landry,28,"Plano, Texas",Cinderella
Bachelor,23,23_JANE_A,"Adrianne ""Jane"" Averbukh",26,"West Hollywood, California",Social Worker
Bachelor,23,23_LAURA_P,Laura Pellerito,26,"Dallas, Texas",Accountant
Bachelor,23,23_REVIAN_C,Revian Chang,24,"Austin, Texas",Nurse
Bachelor,23,23_TAHZJUAN_H,Tahzjuan Hawkins,25,"Castle Pines, Colorado",Business Development Associate
Bachelorette,15,15_JED_W,Jed Wyatt,27,"Nashville, Tennessee",Singer/Songwriter
Bachelorette,15,15_TYLER_C,Tyler Cameron,26,"Jupiter, Florida",General Contractor/Model
Bachelorette,15,15_PETER_W,Peter Weber,27,"Westlake Village, California",Pilot
Bachelorette,15,15_LUKE_P,Luke Parker,24,"Gainesville, Georgia",Import/Export Manager
Bachelorette,15,15_GARRETT_P,Garrett Powell,27,"Homewood, Alabama",Golf Pro
Bachelorette,15,15_MIKE_J,Mike Johnson,31,"San Antonio, Texas",Portfolio Manager
Bachelorette,15,15_CONNOR_S,Connor Saeli,24,"Birmingham, Michigan",Investment Analyst
Bachelorette,15,15_DUSTIN_K,Dustin Kendrick,30,"Chicago, Illinois",Real Estate Broker
Bachelorette,15,15_DYLAN_B,Dylan Barbour,24,"San Diego, California",Tech Entrepreneur
Bachelorette,15,15_DEVIN_H,Devin Harris,27,"Sherman Oaks, California",Talent Manager
Bachelorette,15,15_GRANT_E,Grant Eckel,30,"San Clemente, California",Unemployed
Bachelorette,15,15_KEVIN_F,Kevin Fortenberry,27,"Manteno, Illinois",Behavioral Health Specialist
Bachelorette,15,15_JOHN_P,John Paul Jones,24,"Lanham, Maryland",Financial Analyst
Bachelorette,15,15_MATTEO_V,Matteo Valles,25,"Atlanta, Georgia",Management Consultant
Bachelorette,15,15_LUKE_S,Luke Stone,29,"Needham, Massachusetts",Political Consultant
Bachelorette,15,15_CAM_A,"Cameron ""Cam"" Ayala",30,"Austin, Texas",Software Sales
Bachelorette,15,15_JOEY_J,Joey Jones,33,"Bethesda, Maryland",Finance Manager
Bachelorette,15,15_JONATHAN_S,Jonathan Saunders,27,"Los Angeles, California",Server
Bachelorette,15,15_TYLER_G,Tyler Gwozdz,28,"Boca Raton, Florida",Psychology Graduate Student
Bachelorette,15,15_CONNOR_J,Connor Jenkins,28,"Newport Beach, California",Sales Manager
Bachelorette,15,15_DARON_B,Daron Blaylock,25,"Buckhead, Georgia",IT Consultant
Bachelorette,15,15_MATTHEW_S,Matthew Spraggins,23,"Newport Beach, California",Car Bid Spotter
Bachelorette,15,15_BRIAN_B,Brian Bowles,30,"Louisville, Kentucky",Math Teacher
Bachelorette,15,15_CHASEN_C,Chasen Coscia,27,"Ann Arbor, Michigan",Pilot
Bachelorette,15,15_HUNTER_J,Hunter Jones,24,"Westchester, California",Pro Surfer
Bachelorette,15,15_JOE_B,Joe Barsano,30,"Chicago, Illinois",The Box King
Bachelorette,15,15_MATT_D,Matt Donald,26,"Los Gatos, California",Medical Device Salesman
Bachelorette,15,15_RYAN_S,Ryan Spirko,25,"Philadelphia, Pennsylvania",Roller Boy
Bachelorette,15,15_THOMAS_S,Thomas Staton,27,"Detroit, Michigan",International Pro Basketball Player
Bachelorette,15,15_SCOTT_A,Scott Andersen,28,"Chicago, Illinois",Software Sales Executive
Bachelor,24,24_HANNAH_A,Hannah Ann Sluss,23,"Powell, Tennessee",Model
Bachelor,24,24_MADISON_P,Madison Prewett,23,"Auburn, Alabama",Foster Parent Recruiter
Bachelor,24,24_VICTORIA_F,Victoria Fuller,26,"Virginia Beach, Virginia",Medical Sales Rep
Bachelor,24,24_KELSEY_W,Kelsey Weier,28,"Urbandale, Iowa",Professional Clothier
Bachelor,24,24_KELLEY_F,Kelley Flanagan,27,"North Barrington, Illinois",Attorney
Bachelor,24,24_NATASHA_P,Natasha Parker,31,"New York City, New York",Event Planner
Bachelor,24,24_MYKENNA_D,Mykenna Dorn,22,"Langley, British Columbia",Fashion Blogger
Bachelor,24,24_SYDNEY_H,Sydney Hightower,24,"Northport, Alabama",Retail Marketing Manager
Bachelor,24,24_TAMMY_L,Tammy Ly,24,"Syracuse, New York",House Flipper
Bachelor,24,24_VICTORIA_P,Victoria Paul,27,"Alexandria, Louisiana",Nurse
Bachelor,24,24_LEXI_B,Lexi Buchanan,26,"Jacksonville, Florida",Marketing Coordinator
Bachelor,24,24_SHIANN_L,Shiann Lewis,27,"Las Vegas, Nevada",Administrative Assistant
Bachelor,24,24_DEANDRA_K,Deandra Kanu,23,"Bar Harbor, Maine",Home Care Coordinator
Bachelor,24,24_KIARRA_N,Kiarra Norman,23,"Kennesaw, Georgia",Nanny
Bachelor,24,24_SAVANNAH_M,Savannah Mullins,27,"Houston, Texas",Realtor
Bachelor,24,24_ALAYAH_B,Alayah Benavidez,24,"Helotes, Texas",Orthodontist Assistant
Bachelor,24,24_ALEXA_C,Alexa Caves,27,"Springfield, Illinois",Esthetician
Bachelor,24,24_JASMINE_N,Jasmine Nguyen,25,"Houston, Texas",Client Relations Manager
Bachelor,24,24_SARAH_C,Sarah Coffin,24,"Knoxville, Tennessee",Medical Radiographer
Bachelor,24,24_COURTNEY_P,Courtney Perry,26,"Venice, Florida",Cosmetologist
Bachelor,24,24_LAUREN_J,Lauren Jones,26,"Glendale, California",Marketing Executive
Bachelor,24,24_PAYTON_M,Payton Moran,24,"Wellesley, Massachusetts",Business Development Rep
Bachelor,24,24_AVONLEA_E,Avonlea Elkins,27,"Fort Worth, Texas",Cattle Rancher
Bachelor,24,24_EUNICE_C,Eunice Cho,23,"Chicago, Illinois",Flight Attendant
Bachelor,24,24_JADE_G,Jade Gilliland,26,"Mesa, Arizona",Flight Attendant
Bachelor,24,24_JENNA_S,Jenna Serrano,22,"New Lenox, Illinois",Nursing Student
Bachelor,24,24_KATRINA_B,Katrina Badowski,28,"St. Charles, Illinois",Pro NBA Dancer
Bachelor,24,24_KYLIE_R,Kylie Ramos,26,"Davis, California",Entertainment Sales Associate
Bachelor,24,24_MAURISSA_G,Maurissa Gunn,23,"Laurel, Montana",Patient Care Coordinator
Bachelor,24,24_MEGAN_H,Megan Hops,26,"San Bruno, California",Flight Attendant
Bachelorette,16,16_DALE_M,Dale Moss,31,"Brandon, South Dakota",Former Pro Football Wide Receiver
Bachelorette,16,16_ZAC_C,Zac Clark,36,"Haddonfield, New Jersey",Addiction Specialist
Bachelorette,16,16_BEN_S,Ben Smith,30,"Noblesville, Indiana",Army Ranger
Bachelorette,16,16_IVAN_H,Ivan Hall,28,"Dallas, Texas",Aeronautical Engineer
Bachelorette,16,16_BRENDAN_M,Brendan Morais,30,"Milford, Massachusetts",Commercial Roofer
Bachelorette,16,16_BENNETT_J,Bennett Jordan,36,"Atlanta, Georgia",Wealth Management Consultant
Bachelorette,16,16_NOAH_E,Noah Erb,25,"Tulsa, Oklahoma",Registered Nurse
Bachelorette,16,16_RILEY_C,Riley Christian,30,"Long Island City, New York",Attorney
Bachelorette,16,16_BLAKE_M,Blake Moynes,29,"Hamilton, Ontario",Wildlife Manager
Bachelorette,16,16_DEMAR_J,Demar Jackson,26,"Scottsdale, Arizona",Spin Cycling Instructor
Bachelorette,16,16_ED_W,Ed Waisbrot,36,"Miami, Florida",Health Care Salesman
Bachelorette,16,16_SPENCER_R,Spencer Robertson,30,"La Jolla, California",Water Treatment Engineer
Bachelorette,16,16_EAZY_N,"Uzoma ""Eazy"" Nwachukwu",29,"Allen, Texas",Sports Marketing Agent
Bachelorette,16,16_CHASEN_N,Chasen Nick,32,"Walnut Creek, California",IT Account Executive
Bachelorette,16,16_JOE_P,Joe Park,36,"North Woodmere, New York",Anesthesiologist
Bachelorette,16,16_JORDAN_C,Jordan Chapman,26,"Southington, Connecticut",Software Account Executive
Bachelorette,16,16_KENNY_B,Kenny Braasch,39,"Oak Lawn, Illinois",Boy Band Manager
Bachelorette,16,16_JAY_S,Jay Smith,29,"Langhorne, Pennsylvania",Fitness Director
Bachelorette,16,16_MONTEL_H,Montel Hill,30,"Boston, Massachusetts",Gym Owner
Bachelorette,16,16_PETER_G,Peter Giannikopoulos,32,"Framingham, Massachusetts",Real Estate Agent
Bachelorette,16,16_JASON_F,Jason Foster,31,"Rutland, Vermont",Former Pro Footballer Lineman
Bachelorette,16,16_ZACH_J,Zach Jackson,37,"St. George, Utah",Cleaning Service Owner
Bachelorette,16,16_BLAKE_M,Blake Monar,31,"Phoenix, Arizona",Male Grooming Specialist
Bachelorette,16,16_GARIN_F,Garin Flowers,34,"Fort Lauderdale, Florida",Professor of Journalism
Bachelorette,16,16_TYLER_S,Tyler Smith,36,"Georgetown, Texas",Music Manager
Bachelorette,16,16_YOSEF_A,Yosef Aborady,30,"Daphne, Alabama",Medical Device Salesman
Bachelorette,16,16_BRANDON_G,Brandon Goss,28,"Cleveland, Ohio",Real Estate Agent
Bachelorette,16,16_AJ_Y,AJ Yalawan,28,"Irvine, California",Software Salesman
Bachelorette,16,16_CHRIS_C,Chris Conran,27,"Salt Lake City, Utah",Landscape Design Salesman
Bachelorette,16,16_JEREMY_H,Jeremy Higgins,40,"Virginia Beach, Virginia",Banker
Bachelorette,16,16_JORDAN_M,Jordan Manier,30,"Dearborn, Michigan",Cyber Security Engineer
Bachelorette,16,16_MIKE_T,Mike Tobin,38,"Calgary, Alberta",Digital Media Adviser
Bachelorette,16,16_PAGE_P,Page Pressley,37,"Santa Fe, New Mexico",Chef
Bachelorette,16,16_ROBBY_S,Robby Stahl,31,"St. Pete Beach, Florida",Insurance Broker
Bachelorette,16,16_TYLER_C,Tyler Cottrill,27,"Gassaway, West Virginia",Lawyer
Bachelor,25,25_ABIGAIL_H,Abigail Heringer,25,"Salem, Oregon",Client Financial Manager
Bachelor,25,25_ALANA_M,Alana Milne,26,"San Antonio, Texas",Photographer
Bachelor,25,25_ALICIA_H,Alicia Holloway,24,"Morgantown, West Virginia",Professional Ballerina
Bachelor,25,25_AMBER_A,Amber Andrews,30,"Rialto, California",Nursing Student
Bachelor,25,25_ANNA_R,Anna Redman,24,"Owatonna, Minnesota",Copywriter
Bachelor,25,25_BRI_S,Bri Springs,24,"San Antonio, Texas",Communications Manager
Bachelor,25,25_CAROLYN_V,Carolyn Vallejo,30,"Newburyport, Massachusetts",Journalist
Bachelor,25,25_CASANDRA_S,Casandra Suarez,25,"Lodi, California",Social Worker
Bachelor,25,25_CHELSEA_V,Chelsea Vaughn,29,"Marietta, Georgia",Runway Model
Bachelor,25,25_CORRINNE_J,Corrinne Jones,22,"Pomfret, Connecticut",Marketing Manager
Bachelor,25,25_EMANI_C,Emani Curl,25,"Albuquerque, New Mexico",Realtor
Bachelor,25,25_ILLEANA_P,Illeana Pennetto,25,"South Salem, New York",Health Food Developer
Bachelor,25,25_JESSENIA_C,Jessenia Cruz,27,"El Paso, Texas",Social Media Marketer
Bachelor,25,25_KAILI_A,Kaili Anderson,26,"Chicago, Illinois",Hostess
Bachelor,25,25_KATIE_T,Katie Thurston,29,"Lynnwood, Washington",Bank Marketing Manager
Bachelor,25,25_KHAYLAH_E,Khaylah Epps,28,"Durham, North Carolina",Healthcare Advocate
Bachelor,25,25_KIMBERLY_C,Kimberly Courneya,28,"Lake Tapps, Washington",Airline Recruiter
Bachelor,25,25_KIT_K,Kit Keenan,21,"New York City, New York",Fashion Entrepreneur
Bachelor,25,25_KRISTIN_H,Kristin Hopkins,27,"Virginia Beach, Virginia",Attorney
Bachelor,25,25_LAUREN_M,Lauren Maddox,29,"Miami, Florida",Corporate Attorney
Bachelor,25,25_MAGI_T,"Mearg ""Magi"" Tareke",32,"Washington, D.C.",Pharmacist
Bachelor,25,25_MARI_P,"Mariela ""Mari"" Pepin",24,"Severn, Maryland",Marketing Director
Bachelor,25,25_MARYLYNN_S,Marylynn Sienna,28,"Huntington Beach, California",Event Coordinator
Bachelor,25,25_MJ_S,"Meredith ""MJ"" Snyder",23,"Hudson, Ohio",Hairstylist
Bachelor,25,25_PIEPER_J,Pieper James,23,"Happy Valley, Oregon",Graduate Student
Bachelor,25,25_RACHAEL_K,Rachael Kirkconnell,24,"Cumming, Georgia",Graphic Designer
Bachelor,25,25_SANEH_S,Saneh Ste. Claire,25,"St. Augustine, Florida",IT Consultant
Bachelor,25,25_SARAH_T,Sarah Trott,24,"San Diego, California",Broadcast Journalist
Bachelor,25,25_SERENA_C,Serena Chew,24,"San Bruno, California",Flight Attendant
Bachelor,25,25_SERENA_P,Serena Pitt,22,"Markham, Ontario",Publicist
Bachelor,25,25_SYDNEY_J,Sydney Johnson,28,"Franklin, Tennessee",Marketing Specialist
Bachelor,25,25_VICTORIA_L,Victoria Larson,27,"Los Angeles, California",Queen
